,ensembl_id,gene_symbol
47403,ENSG00000264015,
47404,ENSG00000264016,
47405,ENSG00000264017,RN7SL336P
47406,ENSG00000264019,
47407,ENSG00000264023,
47408,ENSG00000264024,MIR4507
47409,ENSG00000264026,LINC02003
47410,ENSG00000264028,RN7SL744P
47411,ENSG00000264029,
47412,ENSG00000264030,RN7SL66P
47413,ENSG00000264031,ABHD15-AS1
47414,ENSG00000264032,MIR4491
47415,ENSG00000264036,RN7SL198P
47416,ENSG00000264037,MIR4472-2
47417,ENSG00000264040,
47418,ENSG00000264041,RN7SL670P
47419,ENSG00000264044,
47420,ENSG00000264047,RN7SL455P
47421,ENSG00000264049,MIR4737
47422,ENSG00000264050,
47423,ENSG00000264054,RPL31P9
47424,ENSG00000264056,MIR5685
47425,ENSG00000264057,
47426,ENSG00000264058,
47427,ENSG00000264060,MIR4316
47428,ENSG00000264061,FGF7P1
47429,ENSG00000264066,
47430,ENSG00000264067,
47431,ENSG00000264069,MIR3943
47432,ENSG00000264070,DND1P1
47433,ENSG00000264071,RN7SL531P
47434,ENSG00000264072,
47435,ENSG00000264073,MIR3199-1
47436,ENSG00000264075,MIR4783
47437,ENSG00000264078,
47438,ENSG00000264080,
47439,ENSG00000264083,
47440,ENSG00000264084,MIR5688
47441,ENSG00000264089,MIR3681
47442,ENSG00000264090,MIR4666B
47443,ENSG00000264092,RN7SL474P
47444,ENSG00000264093,
47445,ENSG00000264099,MIR4803
47446,ENSG00000264101,MIR4689
47447,ENSG00000264102,MIR4688
47448,ENSG00000264104,
47449,ENSG00000264105,MIR3688-1
47450,ENSG00000264107,MIR4733HG
47451,ENSG00000264108,
47452,ENSG00000264110,MIR4300
47453,ENSG00000264112,
47454,ENSG00000264113,RN7SL784P
47455,ENSG00000264115,MIR3180-4
47456,ENSG00000264116,
47457,ENSG00000264119,MIR4795
47458,ENSG00000264125,
47459,ENSG00000264127,SCML2P1
47460,ENSG00000264128,RN7SL713P
47461,ENSG00000264131,
47462,ENSG00000264136,MIR3689D2
47463,ENSG00000264138,
47464,ENSG00000264139,MIR3667
47465,ENSG00000264141,MIR3928
47466,ENSG00000264145,
47467,ENSG00000264148,
47468,ENSG00000264149,
47469,ENSG00000264150,
47470,ENSG00000264151,
47471,ENSG00000264157,MIR3127
47472,ENSG00000264158,MIR4670
47473,ENSG00000264160,MIR4762
47474,ENSG00000264163,MIR3689B
47475,ENSG00000264164,
47476,ENSG00000264167,
47477,ENSG00000264168,MTND1P15
47478,ENSG00000264169,RN7SL665P
47479,ENSG00000264171,MIR4305
47480,ENSG00000264172,PDLIM1P3
47481,ENSG00000264174,
47482,ENSG00000264175,MIR3189
47483,ENSG00000264176,MAGOH2P
47484,ENSG00000264177,
47485,ENSG00000264179,
47486,ENSG00000264186,SNRPCP4
47487,ENSG00000264187,
47488,ENSG00000264188,
47489,ENSG00000264189,AIDAP3
47490,ENSG00000264192,RN7SL117P
47491,ENSG00000264193,
47492,ENSG00000264196,
47493,ENSG00000264200,MIR4693
47494,ENSG00000264201,MIR4701
47495,ENSG00000264204,AGAP7P
47496,ENSG00000264207,
47497,ENSG00000264210,MIR4716
47498,ENSG00000264211,MIR4492
47499,ENSG00000264212,
47500,ENSG00000264215,
47501,ENSG00000264217,RPL35AP23
47502,ENSG00000264226,MIR3168
47503,ENSG00000264229,RNU4ATAC
47504,ENSG00000264230,ANXA8L1
47505,ENSG00000264232,LINC01916
47506,ENSG00000264233,MIR4456
47507,ENSG00000264235,MYL12-AS1
47508,ENSG00000264236,
47509,ENSG00000264240,CPDP1
47510,ENSG00000264243,
47511,ENSG00000264245,
47512,ENSG00000264246,
47513,ENSG00000264247,ZNF407-AS1
47514,ENSG00000264249,MIR3912
47515,ENSG00000264250,RN7SL835P
47516,ENSG00000264251,RN7SL819P
47517,ENSG00000264254,
47518,ENSG00000264257,KIR3DP1
47519,ENSG00000264260,LINC01893
47520,ENSG00000264262,
47521,ENSG00000264265,LINC01925
47522,ENSG00000264266,MIR4322
47523,ENSG00000264268,MIR4767
47524,ENSG00000264269,LOC100129878
47525,ENSG00000264270,
47526,ENSG00000264271,RN7SL488P
47527,ENSG00000264272,
47528,ENSG00000264273,
47529,ENSG00000264274,MIR4799
47530,ENSG00000264275,RN7SL753P
47531,ENSG00000264278,ZNF236-DT
47532,ENSG00000264279,MIR4786
47533,ENSG00000264281,
47534,ENSG00000264289,
47535,ENSG00000264290,
47536,ENSG00000264292,MIR2467
47537,ENSG00000264293,RN7SL657P
47538,ENSG00000264294,SNORD55
47539,ENSG00000264295,MIR3922
47540,ENSG00000264296,
47541,ENSG00000264297,MIR4433B
47542,ENSG00000264300,
47543,ENSG00000264301,LINC01444
47544,ENSG00000264304,
47545,ENSG00000264309,MIR4694
47546,ENSG00000264311,MIX23P1
47547,ENSG00000264313,RN7SL644P
47548,ENSG00000264314,MIR548AT
47549,ENSG00000264315,HNRNPA1P11
47550,ENSG00000264316,MTCO3P13
47551,ENSG00000264317,RN7SL154P
47552,ENSG00000264319,MIR4801
47553,ENSG00000264322,RN7SL448P
47554,ENSG00000264324,
47555,ENSG00000264330,MIR5186
47556,ENSG00000264334,
47557,ENSG00000264339,
47558,ENSG00000264340,
47559,ENSG00000264341,
47560,ENSG00000264342,MIR3660
47561,ENSG00000264343,NOTCH2NLA
47562,ENSG00000264345,LINC01894
47563,ENSG00000264346,SNORA77B
47564,ENSG00000264349,MIR4258
47565,ENSG00000264350,SNRPGP2
47566,ENSG00000264352,RN7SL602P
47567,ENSG00000264354,MIR3134
47568,ENSG00000264357,MIR4648
47569,ENSG00000264358,MIR3122
47570,ENSG00000264359,NEK4P2
47571,ENSG00000264364,DYNLL2
47572,ENSG00000264365,
47573,ENSG00000264370,MIR3125
47574,ENSG00000264371,MIR4425
47575,ENSG00000264373,
47576,ENSG00000264377,MIR4671
47577,ENSG00000264379,SNORD39
47578,ENSG00000264384,RN7SL431P
47579,ENSG00000264386,MIR4513
47580,ENSG00000264387,MIR5007
47581,ENSG00000264388,
47582,ENSG00000264390,MIR4465
47583,ENSG00000264391,RN7SL208P
47584,ENSG00000264395,MIR3193
47585,ENSG00000264397,MIR3180-5
47586,ENSG00000264399,MIR4736
47587,ENSG00000264400,RN7SL491P
47588,ENSG00000264402,MIR548AL
47589,ENSG00000264404,LINC02675
47590,ENSG00000264405,MIR3913-1
47591,ENSG00000264406,MIR548AP
47592,ENSG00000264408,MIR4470
47593,ENSG00000264419,MIR548AC
47594,ENSG00000264421,
47595,ENSG00000264422,
47596,ENSG00000264423,RN7SL718P
47597,ENSG00000264424,MYH4
47598,ENSG00000264425,MIR4653
47599,ENSG00000264429,MIR3183
47600,ENSG00000264431,
47601,ENSG00000264434,
47602,ENSG00000264435,
47603,ENSG00000264438,RN7SL560P
47604,ENSG00000264443,NCMAP-DT
47605,ENSG00000264444,SDHCP1
47606,ENSG00000264448,MIR378D2HG
47607,ENSG00000264449,
47608,ENSG00000264451,
47609,ENSG00000264452,
47610,ENSG00000264456,
47611,ENSG00000264458,
47612,ENSG00000264464,LINC02837
47613,ENSG00000264468,MIR4520-1
47614,ENSG00000264470,MIR4794
47615,ENSG00000264472,
47616,ENSG00000264474,MIR4656
47617,ENSG00000264475,
47618,ENSG00000264477,MIR5682
47619,ENSG00000264480,MIR4714
47620,ENSG00000264482,MIR4705
47621,ENSG00000264483,MIR5008
47622,ENSG00000264484,RN7SL697P
47623,ENSG00000264486,
47624,ENSG00000264488,
47625,ENSG00000264490,
47626,ENSG00000264491,
47627,ENSG00000264493,MIR4298
47628,ENSG00000264494,MIR4650-2
47629,ENSG00000264497,
47630,ENSG00000264500,MIR3124
47631,ENSG00000264501,RN7SL731P
47632,ENSG00000264503,
47633,ENSG00000264511,MIR3678
47634,ENSG00000264512,MIR5692A2
47635,ENSG00000264513,
47636,ENSG00000264514,
47637,ENSG00000264515,VSTM2B-DT
47638,ENSG00000264519,RN7SL596P
47639,ENSG00000264520,
47640,ENSG00000264522,OTUD7B
47641,ENSG00000264525,MIR4778
47642,ENSG00000264529,DNAJB6P8
47643,ENSG00000264530,RN7SL25P
47644,ENSG00000264534,MIR378B
47645,ENSG00000264536,MIR5706
47646,ENSG00000264538,SUZ12P1
47647,ENSG00000264539,MIR548AR
47648,ENSG00000264540,RN7SL405P
47649,ENSG00000264545,
47650,ENSG00000264546,
47651,ENSG00000264548,
47652,ENSG00000264549,SNORD95
47653,ENSG00000264553,MIR4257
47654,ENSG00000264554,RN7SL793P
47655,ENSG00000264558,
47656,ENSG00000264559,MIR3162
47657,ENSG00000264563,MIR4633
47658,ENSG00000264564,
47659,ENSG00000264566,MIR23C
47660,ENSG00000264569,DCXR-DT
47661,ENSG00000264570,SNX19P3
47662,ENSG00000264571,MIR4529
47663,ENSG00000264572,MIR4296
47664,ENSG00000264573,RN7SL15P
47665,ENSG00000264574,
47666,ENSG00000264575,LINC00526
47667,ENSG00000264577,
47668,ENSG00000264578,
47669,ENSG00000264580,MIR5692B
47670,ENSG00000264582,RN7SL326P
47671,ENSG00000264583,MIR4487
47672,ENSG00000264585,MIR4449
47673,ENSG00000264587,
47674,ENSG00000264589,MAPT-AS1
47675,ENSG00000264592,RN7SL131P
47676,ENSG00000264595,
47677,ENSG00000264596,
47678,ENSG00000264598,
47679,ENSG00000264603,MIR3159
47680,ENSG00000264607,MIR3173
47681,ENSG00000264610,MIR4685
47682,ENSG00000264613,RN7SL290P
47683,ENSG00000264614,MIR5588
47684,ENSG00000264615,RN7SL592P
47685,ENSG00000264616,MIR4755
47686,ENSG00000264617,
47687,ENSG00000264618,RN7SL732P
47688,ENSG00000264621,MIR5591
47689,ENSG00000264622,
47690,ENSG00000264623,MIR4796
47691,ENSG00000264630,PRKCA-AS1
47692,ENSG00000264633,MIR4271
47693,ENSG00000264634,
47694,ENSG00000264635,
47695,ENSG00000264638,MIR3152
47696,ENSG00000264643,
47697,ENSG00000264644,KRT18P8
47698,ENSG00000264647,
47699,ENSG00000264653,MIR5194
47700,ENSG00000264655,PPIAP54
47701,ENSG00000264657,MIR3171
47702,ENSG00000264658,MIR4798
47703,ENSG00000264659,
47704,ENSG00000264660,
47705,ENSG00000264661,MIR3200
47706,ENSG00000264662,
47707,ENSG00000264663,KRT8P34
47708,ENSG00000264666,
47709,ENSG00000264668,
47710,ENSG00000264672,SEPTIN4-AS1
47711,ENSG00000264673,
47712,ENSG00000264675,MIR4285
47713,ENSG00000264676,RN7SL204P
47714,ENSG00000264678,MIR3140
47715,ENSG00000264684,MIR4773-1
47716,ENSG00000264685,PRPF19P1
47717,ENSG00000264689,
47718,ENSG00000264693,
47719,ENSG00000264695,
47720,ENSG00000264697,MTL3P
47721,ENSG00000264698,MIR4255
47722,ENSG00000264699,LINC01912
47723,ENSG00000264701,
47724,ENSG00000264703,MIR4752
47725,ENSG00000264705,
47726,ENSG00000264706,RN7SL217P
47727,ENSG00000264707,L3MBTL4-AS1
47728,ENSG00000264712,MIR4504
47729,ENSG00000264714,KIAA0895LP1
47730,ENSG00000264717,NPY4R2
47731,ENSG00000264720,MIR3117
47732,ENSG00000264725,MIR3129
47733,ENSG00000264727,
47734,ENSG00000264729,
47735,ENSG00000264732,MIR4638
47736,ENSG00000264733,MIR4718
47737,ENSG00000264734,
47738,ENSG00000264735,
47739,ENSG00000264736,BDP1P
47740,ENSG00000264737,MIR4511
47741,ENSG00000264739,
47742,ENSG00000264741,MIR4505
47743,ENSG00000264743,DPRXP4
47744,ENSG00000264744,MIR3689C
47745,ENSG00000264745,TTC39C-AS1
47746,ENSG00000264747,MIR3924
47747,ENSG00000264750,
47748,ENSG00000264754,
47749,ENSG00000264755,MIR3131
47750,ENSG00000264757,MIR3198-1
47751,ENSG00000264760,MIR3141
47752,ENSG00000264763,MIR4295
47753,ENSG00000264764,MIR4772
47754,ENSG00000264765,
47755,ENSG00000264767,RN7SL237P
47756,ENSG00000264769,
47757,ENSG00000264772,
47758,ENSG00000264773,MIR4420
47759,ENSG00000264775,PPIAP14
47760,ENSG00000264781,MIR4537
47761,ENSG00000264785,
47762,ENSG00000264788,MIR3148
47763,ENSG00000264790,
47764,ENSG00000264791,
47765,ENSG00000264792,MIR4637
47766,ENSG00000264793,MIR4771-1
47767,ENSG00000264796,MIR5009
47768,ENSG00000264800,MIR4294
47769,ENSG00000264801,ERVFRD-3
47770,ENSG00000264802,MIR5191
47771,ENSG00000264803,MIR378C
47772,ENSG00000264808,
47773,ENSG00000264809,Metazoa_SRP
47774,ENSG00000264810,MIR4441
47775,ENSG00000264812,
47776,ENSG00000264813,
47777,ENSG00000264814,MIR1273C
47778,ENSG00000264823,MIR3154
47779,ENSG00000264824,MIR5571
47780,ENSG00000264825,
47781,ENSG00000264829,
47782,ENSG00000264833,RN7SL468P
47783,ENSG00000264834,
47784,ENSG00000264837,VN1R71P
47785,ENSG00000264840,RN7SL404P
47786,ENSG00000264843,
47787,ENSG00000264845,LOC105372179
47788,ENSG00000264850,MIR4310
47789,ENSG00000264853,
47790,ENSG00000264857,MIR5696
47791,ENSG00000264859,DSG2-AS1
47792,ENSG00000264860,
47793,ENSG00000264862,RN7SL45P
47794,ENSG00000264864,MIR3613
47795,ENSG00000264869,
47796,ENSG00000264874,
47797,ENSG00000264876,
47798,ENSG00000264879,RN7SL690P
47799,ENSG00000264880,
47800,ENSG00000264881,
47801,ENSG00000264892,NOS2P4
47802,ENSG00000264895,
47803,ENSG00000264897,MIR3921
47804,ENSG00000264901,MIR3616
47805,ENSG00000264906,MIR4494
47806,ENSG00000264907,PRELID3BP3
47807,ENSG00000264910,RN7SL525P
47808,ENSG00000264911,
47809,ENSG00000264914,
47810,ENSG00000264916,RN7SL230P
47811,ENSG00000264920,SP2-DT
47812,ENSG00000264922,MIR4540
47813,ENSG00000264924,
47814,ENSG00000264926,MIR378F
47815,ENSG00000264930,
47816,ENSG00000264931,MIR3138
47817,ENSG00000264932,
47818,ENSG00000264933,RN7SL190P
47819,ENSG00000264934,MIR4265
47820,ENSG00000264937,
47821,ENSG00000264940,SNORD3C
47822,ENSG00000264941,MIR4474
47823,ENSG00000264943,SH3GL1P2
47824,ENSG00000264947,MIR3181
47825,ENSG00000264954,PRR29-AS1
47826,ENSG00000264956,
47827,ENSG00000264958,ALOX12P1
47828,ENSG00000264961,MIR4730
47829,ENSG00000264963,RN7SL440P
47830,ENSG00000264964,TWSG1-DT
47831,ENSG00000264966,MIR5094
47832,ENSG00000264968,
47833,ENSG00000264970,
47834,ENSG00000264971,PRR13P4
47835,ENSG00000264974,MIR4789
47836,ENSG00000264975,MIR4431
47837,ENSG00000264978,RN7SL630P
47838,ENSG00000264982,
47839,ENSG00000264984,MIR5691
47840,ENSG00000264985,LOC101928251
47841,ENSG00000264986,MIR5092
47842,ENSG00000264990,
47843,ENSG00000264994,SNORD92
47844,ENSG00000264997,SNORD39
47845,ENSG00000264999,MIR5089
47846,ENSG00000265000,MARCHF10-DT
47847,ENSG00000265003,MIR4780
47848,ENSG00000265005,MIR548W
47849,ENSG00000265007,MIR4327
47850,ENSG00000265008,
47851,ENSG00000265010,
47852,ENSG00000265014,MIR3160-1
47853,ENSG00000265015,
47854,ENSG00000265018,AGAP12P
47855,ENSG00000265019,NCOR1P2
47856,ENSG00000265028,
47857,ENSG00000265031,
47858,ENSG00000265033,RN7SL262P
47859,ENSG00000265038,PMM2P1
47860,ENSG00000265041,
47861,ENSG00000265043,
47862,ENSG00000265046,
47863,ENSG00000265052,RN7SL622P
47864,ENSG00000265055,
47865,ENSG00000265056,MIR548S
47866,ENSG00000265057,MIR4765
47867,ENSG00000265060,PPY2P
47868,ENSG00000265061,
47869,ENSG00000265064,MIR4692
47870,ENSG00000265069,LOC101927188
47871,ENSG00000265073,
47872,ENSG00000265075,MIR3622B
47873,ENSG00000265078,RN7SL664P
47874,ENSG00000265083,MIR3691
47875,ENSG00000265089,MIR4655
47876,ENSG00000265091,
47877,ENSG00000265092,MIR4484
47878,ENSG00000265093,RN7SL246P
47879,ENSG00000265094,
47880,ENSG00000265095,FTLP12
47881,ENSG00000265096,C1QTNF1-AS1
47882,ENSG00000265097,RBM22P1
47883,ENSG00000265098,MIR4510
47884,ENSG00000265099,
47885,ENSG00000265100,
47886,ENSG00000265101,
47887,ENSG00000265102,MIR3942
47888,ENSG00000265107,GJA5
47889,ENSG00000265110,MIR4731
47890,ENSG00000265112,MIR3153
47891,ENSG00000265113,
47892,ENSG00000265115,
47893,ENSG00000265118,
47894,ENSG00000265121,
47895,ENSG00000265123,RN7SL200P
47896,ENSG00000265125,
47897,ENSG00000265126,
47898,ENSG00000265128,
47899,ENSG00000265134,MIR3190
47900,ENSG00000265135,MIR5687
47901,ENSG00000265136,
47902,ENSG00000265137,MIR3192
47903,ENSG00000265139,
47904,ENSG00000265140,MIR4301
47905,ENSG00000265141,RN7SL451P
47906,ENSG00000265142,MIR133A1HG
47907,ENSG00000265144,MIR548AM
47908,ENSG00000265145,SNORD53
47909,ENSG00000265148,TSPOAP1-AS1
47910,ENSG00000265154,MIR151B
47911,ENSG00000265158,LRRC37A7P
47912,ENSG00000265160,MIR5003
47913,ENSG00000265163,CDRT8
47914,ENSG00000265164,MIR2681
47915,ENSG00000265165,MIR4307
47916,ENSG00000265168,
47917,ENSG00000265170,RN7SL667P
47918,ENSG00000265172,MIR4262
47919,ENSG00000265174,
47920,ENSG00000265176,MIR3202-1
47921,ENSG00000265178,MIR4728
47922,ENSG00000265179,
47923,ENSG00000265180,MIR4790
47924,ENSG00000265181,MIR4674
47925,ENSG00000265182,SRP72P1
47926,ENSG00000265185,SNORD3B-1
47927,ENSG00000265188,
47928,ENSG00000265190,ANXA8
47929,ENSG00000265193,MIR3923
47930,ENSG00000265194,
47931,ENSG00000265195,MIR4312
47932,ENSG00000265201,MIR4677
47933,ENSG00000265203,RBP3
47934,ENSG00000265204,
47935,ENSG00000265205,
47936,ENSG00000265206,
47937,ENSG00000265210,MIR4486
47938,ENSG00000265213,MIR3684
47939,ENSG00000265214,MIR4283-2
47940,ENSG00000265215,MIR4269
47941,ENSG00000265217,
47942,ENSG00000265218,
47943,ENSG00000265222,
47944,ENSG00000265226,MIR548AI
47945,ENSG00000265227,MIR4699
47946,ENSG00000265233,
47947,ENSG00000265236,SNORD84
47948,ENSG00000265237,MIR3142
47949,ENSG00000265240,
47950,ENSG00000265241,RBM8A
47951,ENSG00000265243,IGLJCOR18
47952,ENSG00000265246,
47953,ENSG00000265247,MIR4472-1
47954,ENSG00000265251,MIR4288
47955,ENSG00000265252,MIR3132
47956,ENSG00000265253,MIR4446
47957,ENSG00000265254,
47958,ENSG00000265257,
47959,ENSG00000265258,MIR4686
47960,ENSG00000265260,RN7SL74P
47961,ENSG00000265261,
47962,ENSG00000265262,TRMT112P3
47963,ENSG00000265265,
47964,ENSG00000265272,RN7SL693P
47965,ENSG00000265273,PGDP1
47966,ENSG00000265279,CLUHP6
47967,ENSG00000265281,MIR3935
47968,ENSG00000265282,
47969,ENSG00000265284,MIR4770
47970,ENSG00000265287,
47971,ENSG00000265289,
47972,ENSG00000265291,MIR4710
47973,ENSG00000265293,ARGFXP2
47974,ENSG00000265296,FEM1AP2
47975,ENSG00000265298,
47976,ENSG00000265301,MIR548AD
47977,ENSG00000265303,
47978,ENSG00000265304,MIR3650
47979,ENSG00000265306,MIR3195
47980,ENSG00000265313,LINC01476
47981,ENSG00000265316,
47982,ENSG00000265319,RN7SL847P
47983,ENSG00000265321,MIR4263
47984,ENSG00000265322,MIR3118-2
47985,ENSG00000265327,RN7SL411P
47986,ENSG00000265328,MIR548AB
47987,ENSG00000265331,MIR4524B
47988,ENSG00000265333,MIR3137
47989,ENSG00000265334,
47990,ENSG00000265337,
47991,ENSG00000265340,OR4K7P
47992,ENSG00000265342,
47993,ENSG00000265345,MIR5188
47994,ENSG00000265347,MIR4291
47995,ENSG00000265349,
47996,ENSG00000265352,LINC01899
47997,ENSG00000265354,TIMM23
47998,ENSG00000265355,MIR3136
47999,ENSG00000265356,
48000,ENSG00000265357,MIR4493
48001,ENSG00000265359,
48002,ENSG00000265366,GLUD1P2
48003,ENSG00000265368,MIR4476
48004,ENSG00000265369,PCAT18
48005,ENSG00000265370,MIR4682
48006,ENSG00000265372,MIR4675
48007,ENSG00000265373,MIR3180-2
48008,ENSG00000265374,LINC01908
48009,ENSG00000265375,MIR4679-2
48010,ENSG00000265376,MIR466
48011,ENSG00000265378,
48012,ENSG00000265380,
48013,ENSG00000265386,RN7SL219P
48014,ENSG00000265388,RN7SL391P
48015,ENSG00000265390,MIR4999
48016,ENSG00000265392,MIR4252
48017,ENSG00000265393,
48018,ENSG00000265394,
48019,ENSG00000265395,MIR3944
48020,ENSG00000265396,MIR3128
48021,ENSG00000265399,
48022,ENSG00000265400,
48023,ENSG00000265401,
48024,ENSG00000265402,RSL24D1P9
48025,ENSG00000265407,MIR4324
48026,ENSG00000265408,
48027,ENSG00000265411,RN7SL656P
48028,ENSG00000265413,
48029,ENSG00000265415,
48030,ENSG00000265417,
48031,ENSG00000265418,MIR4261
48032,ENSG00000265420,MIR4779
48033,ENSG00000265421,
48034,ENSG00000265422,MIR4684
48035,ENSG00000265423,MIR4652
48036,ENSG00000265425,
48037,ENSG00000265428,
48038,ENSG00000265429,MIR4782
48039,ENSG00000265432,MIR4308
48040,ENSG00000265433,MIR4447
48041,ENSG00000265435,MIR3121
48042,ENSG00000265437,
48043,ENSG00000265439,RN7SL811P
48044,ENSG00000265442,MIR3941
48045,ENSG00000265443,
48046,ENSG00000265444,MIR4733
48047,ENSG00000265445,
48048,ENSG00000265450,MIR4502
48049,ENSG00000265451,CLASP1-AS1
48050,ENSG00000265452,MIR3682
48051,ENSG00000265453,
48052,ENSG00000265456,MIR3672
48053,ENSG00000265458,NARF-AS2
48054,ENSG00000265460,
48055,ENSG00000265462,MIR3680-1
48056,ENSG00000265465,MIR4768
48057,ENSG00000265469,POLR3KP2
48058,ENSG00000265470,MIR548AQ
48059,ENSG00000265472,FAM32DP
48060,ENSG00000265474,
48061,ENSG00000265477,
48062,ENSG00000265478,
48063,ENSG00000265479,DTX2P1-UPK3BP1-PMS2P11
48064,ENSG00000265480,KRT18P55
48065,ENSG00000265483,MIR4443
48066,ENSG00000265484,
48067,ENSG00000265485,LINC01915
48068,ENSG00000265486,RN7SL518P
48069,ENSG00000265487,
48070,ENSG00000265489,ARHGAP44-AS1
48071,ENSG00000265490,
48072,ENSG00000265491,RNF115
48073,ENSG00000265494,
48074,ENSG00000265496,
48075,ENSG00000265499,MIR3156-2
48076,ENSG00000265503,MIR1269B
48077,ENSG00000265507,MIR4435-1
48078,ENSG00000265510,MIR4436A
48079,ENSG00000265511,
48080,ENSG00000265514,LINC01892
48081,ENSG00000265519,
48082,ENSG00000265520,MIR548V
48083,ENSG00000265521,MIR5697
48084,ENSG00000265526,MIR4304
48085,ENSG00000265527,MIR5690
48086,ENSG00000265531,FCGR1CP
48087,ENSG00000265533,DSEL-AS1
48088,ENSG00000265535,RN7SL475P
48089,ENSG00000265537,MIR3180-1
48090,ENSG00000265538,MIR4421
48091,ENSG00000265539,MIR3164
48092,ENSG00000265541,H3P41
48093,ENSG00000265542,
48094,ENSG00000265544,AA06
48095,ENSG00000265545,ELOCP27
48096,ENSG00000265547,
48097,ENSG00000265552,
48098,ENSG00000265554,
48099,ENSG00000265555,LINC01903
48100,ENSG00000265558,MIR3918
48101,ENSG00000265559,RN7SL652P
48102,ENSG00000265561,MIR1268B
48103,ENSG00000265564,PIGPP4
48104,ENSG00000265565,MIR3143
48105,ENSG00000265566,RN7SL605P
48106,ENSG00000265574,WDR45BP1
48107,ENSG00000265579,
48108,ENSG00000265584,MIR3978
48109,ENSG00000265588,MIR5708
48110,ENSG00000265590,CFAP298-TCP10L
48111,ENSG00000265593,NPM1P45
48112,ENSG00000265595,MIR4756
48113,ENSG00000265596,MIR3659
48114,ENSG00000265598,MIR5707
48115,ENSG00000265599,MIR4471
48116,ENSG00000265606,MIR4695
48117,ENSG00000265612,MIR4539
48118,ENSG00000265614,
48119,ENSG00000265617,MIR548AG2
48120,ENSG00000265618,
48121,ENSG00000265623,MIR3139
48122,ENSG00000265625,
48123,ENSG00000265626,
48124,ENSG00000265630,
48125,ENSG00000265631,BNIP3P3
48126,ENSG00000265635,MIR3612
48127,ENSG00000265639,
48128,ENSG00000265641,MIR3929
48129,ENSG00000265643,
48130,ENSG00000265644,
48131,ENSG00000265646,TUFMP1
48132,ENSG00000265648,RN7SL279P
48133,ENSG00000265653,MIR548AK
48134,ENSG00000265656,
48135,ENSG00000265657,MIR3151
48136,ENSG00000265658,MIR3690
48137,ENSG00000265660,MIR4664
48138,ENSG00000265664,
48139,ENSG00000265666,RARA-AS1
48140,ENSG00000265669,MIR548AJ1
48141,ENSG00000265670,
48142,ENSG00000265671,
48143,ENSG00000265673,MIR4508
48144,ENSG00000265675,RN7SL708P
48145,ENSG00000265678,
48146,ENSG00000265681,RPL17
48147,ENSG00000265682,MIR4267
48148,ENSG00000265683,SYPL1P2
48149,ENSG00000265684,RN7SL378P
48150,ENSG00000265688,MAFG-DT
48151,ENSG00000265689,
48152,ENSG00000265690,
48153,ENSG00000265691,MIR4460
48154,ENSG00000265692,LINC01970
48155,ENSG00000265693,
48156,ENSG00000265694,MIR4774
48157,ENSG00000265697,
48158,ENSG00000265698,LARP7P3
48159,ENSG00000265699,MIR548AE2
48160,ENSG00000265702,LOC105371855
48161,ENSG00000265706,SNORD53B
48162,ENSG00000265712,
48163,ENSG00000265713,
48164,ENSG00000265717,
48165,ENSG00000265719,MIR4681
48166,ENSG00000265724,MIR4284
48167,ENSG00000265725,MIR3144
48168,ENSG00000265727,RN7SL648P
48169,ENSG00000265728,
48170,ENSG00000265733,SNORA74C-1
48171,ENSG00000265734,MIR4438
48172,ENSG00000265735,RN7SL5P
48173,ENSG00000265737,
48174,ENSG00000265739,
48175,ENSG00000265740,RN7SL339P
48176,ENSG00000265743,
48177,ENSG00000265744,MIR4427
48178,ENSG00000265745,RN7SL375P
48179,ENSG00000265746,KYNUP2
48180,ENSG00000265749,
48181,ENSG00000265750,
48182,ENSG00000265751,
48183,ENSG00000265752,
48184,ENSG00000265753,RN7SL444P
48185,ENSG00000265758,LINC01900
48186,ENSG00000265763,ZNF488
48187,ENSG00000265766,CXADRP3
48188,ENSG00000265768,MIR4506
48189,ENSG00000265775,
48190,ENSG00000265777,RN7SL624P
48191,ENSG00000265778,ZNF516-AS1
48192,ENSG00000265781,
48193,ENSG00000265784,
48194,ENSG00000265786,LINC01906
48195,ENSG00000265787,CYP4F35P
48196,ENSG00000265788,NOS2P1
48197,ENSG00000265789,MIR4330
48198,ENSG00000265790,RNASEH1P1
48199,ENSG00000265791,
48200,ENSG00000265794,
48201,ENSG00000265798,
48202,ENSG00000265799,
48203,ENSG00000265800,
48204,ENSG00000265801,
48205,ENSG00000265802,RN7SL49P
48206,ENSG00000265806,MIR4292
48207,ENSG00000265808,SEC22B
48208,ENSG00000265810,MIR3907
48209,ENSG00000265813,RN7SL300P
48210,ENSG00000265814,RN7SL376P
48211,ENSG00000265815,
48212,ENSG00000265817,FSBP
48213,ENSG00000265818,EEF1E1-BLOC1S5
48214,ENSG00000265820,MIR3177
48215,ENSG00000265822,MIR4422
48216,ENSG00000265828,MIR3939
48217,ENSG00000265829,MIR548AG1
48218,ENSG00000265831,MIR3123
48219,ENSG00000265833,
48220,ENSG00000265836,CCND3P2
48221,ENSG00000265840,
48222,ENSG00000265841,MIR548X
48223,ENSG00000265843,LINC01029
48224,ENSG00000265844,
48225,ENSG00000265845,LOC101927018
48226,ENSG00000265846,MIR4276
48227,ENSG00000265847,MIR4287
48228,ENSG00000265848,MIR3689D1
48229,ENSG00000265850,MIR4797
